0.110084,0.108039
0.011042,0.112727
0.090064,0.243366
0.070964,0.126905
0.087333,0.045126
0.051805,0.029242
0.095059,0.080430
0.010285,0.185980
0.120035,0.317457
0.068047,0.084870
0.107639,0.192014
0.059922,0.115538
0.039628,0.012927
0.066136,0.053939
0.002081,0.164705
0.096807,0.040059
0.024653,0.104471
0.108409,0.065104
0.057410,0.038392
0.010324,0.018018
0.029988,0.004278
0.072287,0.030866
0.002466,0.218273
0.022966,0.256192
0.004651,0.115032
0.130842,0.004129
0.006325,0.249811
0.106377,0.049822
0.014717,0.013193
0.037024,0.106892
0.008273,0.027819
0.007904,0.275520
0.030385,0.164707
0.080873,0.091200
0.011494,0.261268
0.014265,0.073284
0.021237,0.339006
0.022469,0.129505
0.024450,0.093551
0.004086,0.038970
0.025649,0.015643
0.084518,0.131855
0.016397,0.037790
0.107466,0.228764
0.011047,0.122527
0.095317,0.247055
0.027656,0.162157
0.018817,0.198810
0.020287,0.063245
0.015266,0.051514
0.003078,0.256899
0.105382,0.127468
0.066466,0.191869
0.031555,0.242873
0.008057,0.028783
0.074440,0.310049
0.127526,0.030326
0.153651,0.208194
0.016583,0.148606
0.021022,0.108634
0.018564,0.208588
0.062292,0.037632
0.005126,0.197047
0.107986,0.044886
0.050741,0.115576
0.073238,0.205293
0.010552,0.218637
0.113510,0.003416
0.079494,0.058154
0.095155,0.024810
0.027040,0.021884
0.019930,0.108729
0.104408,0.173135
0.011940,0.117742
0.091372,0.031269
0.050686,0.105990
0.030844,0.203307
0.058609,0.060197
0.009651,0.036209
0.013217,0.052777
0.033504,0.221945
0.020045,0.184505
0.120838,0.113738
0.121019,0.142617
0.040493,0.087032
0.017029,0.022726
0.017491,0.102706
0.026628,0.022226
0.066772,0.067490
0.068348,0.194630
0.130337,0.427301
0.044598,0.107526
0.013427,0.068533
0.066578,0.323043
0.124728,0.049083
0.032609,0.035596
0.029711,0.101200
0.093637,0.299699
0.033607,0.111392
0.015973,0.032210
0.038128,0.170546
0.051362,0.132889
0.012474,0.288301
0.029179,0.100748
0.055907,0.139658
0.024248,0.082609
0.046419,0.085693
0.020657,0.062045
0.061634,0.097201
0.020201,0.100706
0.027135,0.047548
0.010405,0.089443
0.100240,0.128270
0.074655,0.002929
0.066580,0.013423
0.049427,0.031102
0.089627,0.006908
0.030859,0.027649
0.027198,0.265543
0.037105,0.181550
0.052403,0.133941
0.026476,0.072616
0.025223,0.093830
0.008719,0.185092
0.056138,0.098681
0.037863,0.018610
0.079607,0.087497
0.031396,0.082925
0.040891,0.122142
0.003513,0.030529
0.022611,0.255809
0.043134,0.034706
0.020486,0.002077
0.119193,0.079981
0.017105,0.208922
0.018589,0.023277
0.054005,0.074220
0.012621,0.161873
0.042682,0.019819
0.060449,0.001856
0.065893,0.051956
0.034831,0.048863
0.095442,0.036440
0.018900,0.013069
0.120727,0.043253
0.057122,0.048822
0.052235,0.200838
0.164976,0.100034
0.135698,0.312486
0.017177,0.023898
0.091617,0.034385
0.151073,0.056636
0.048508,0.051646
0.094018,0.256134
0.008136,0.244250
0.008255,0.101020
0.118737,0.239489
0.013339,0.071575
0.018055,0.047662
0.075487,0.005086
0.032587,0.023817
0.132127,0.013545
0.037976,0.120002
0.047844,0.129428
0.003838,0.063343
0.019759,0.123926
0.090299,0.041919
0.095007,0.140586
0.034141,0.018719
0.028336,0.396376
0.126893,0.210037
0.058847,0.108434
