0.084146,0.240044
0.000272,0.028135
0.071039,0.229677
0.011583,0.033107
0.102292,0.094889
0.132708,0.202813
0.025900,0.006035
0.075100,0.221039
0.038727,0.448528
0.030212,0.176172
0.128961,0.280663
0.026897,0.099342
0.022613,0.327160
0.005424,0.066952
0.012390,0.107584
0.068616,0.082253
0.010929,0.123501
0.114011,0.095382
0.030597,0.066933
0.058779,0.327137
0.002802,0.165313
0.011321,0.045578
0.081705,0.172086
0.094420,0.171547
0.209703,0.351937
0.035976,0.035561
0.105943,0.143492
0.041524,0.233665
0.025049,0.172447
0.000976,0.261106
0.079298,0.074095
0.072636,0.130660
0.072658,0.066071
0.009876,0.121164
0.022659,0.301565
0.031378,0.111329
0.072568,0.114365
0.071796,0.178687
0.042573,0.130916
0.056682,0.058943
0.030874,0.048919
0.056073,0.116935
0.071139,0.041899
0.002188,0.133995
0.067074,0.068634
0.044637,0.168692
0.041802,0.040895
0.036869,0.040212
0.004304,0.113835
0.068311,0.133972
0.123319,0.045930
0.040329,0.081337
0.064718,0.062537
0.084399,0.102227
0.001021,0.121026
0.057145,0.069481
0.086544,0.095082
0.078355,0.131305
0.022569,0.156643
0.013010,0.073050
0.112358,0.269829
0.050524,0.097545
0.032840,0.117487
0.017061,0.208765
0.025481,0.040602
0.005069,0.035744
0.136409,0.020518
0.000449,0.052954
0.106732,0.299614
0.078593,0.016211
0.028344,0.456133
0.070577,0.018729
0.040234,0.102814
0.023416,0.002810
0.023733,0.213113
0.016309,0.089936
0.009566,0.119177
0.032764,0.102668
0.026492,0.060374
0.057647,0.023711
0.071977,0.155435
0.006493,0.096206
0.020849,0.127870
0.011276,0.053689
0.062118,0.265268
0.019891,0.068223
0.015816,0.003631
0.039700,0.045245
0.048679,0.049057
0.001243,0.239916
0.066216,0.053036
0.161074,0.023009
0.050808,0.018261
0.037381,0.219556
0.035179,0.005748
0.113766,0.253587
0.081868,0.206949
0.056508,0.114617
0.070504,0.008058
0.058573,0.190878
0.019589,0.129983
0.091935,0.009157
0.094091,0.089009
0.143238,0.288416
0.078258,0.075514
0.009364,0.053671
0.019870,0.159587
0.091690,0.116016
0.062700,0.043471
0.011860,0.011596
0.054113,0.092778
0.054990,0.077072
0.070833,0.177561
0.028990,0.077397
0.026092,0.291180
0.041843,0.084233
0.056710,0.126390
0.025047,0.260599
0.005546,0.054914
0.020749,0.059834
0.019659,0.003191
0.046581,0.092603
0.052154,0.205612
0.057531,0.064098
0.015314,0.062260
0.049755,0.007398
0.021993,0.058230
0.055330,0.279177
0.047334,0.259338
0.069277,0.218863
0.027328,0.144473
0.097353,0.164351
0.026749,0.083418
0.123910,0.017822
0.041210,0.002891
0.121650,0.070079
0.035778,0.112766
0.044982,0.012367
0.011235,0.237147
0.039989,0.159560
0.085902,0.116177
0.078059,0.165398
0.010280,0.114442
0.007135,0.054896
0.002148,0.071205
0.013618,0.192356
0.045137,0.057820
0.012120,0.243908
0.105571,0.082891
0.028017,0.123514
0.070439,0.043919
0.029794,0.151451
0.121021,0.198181
0.042717,0.189115
0.153244,0.342093
0.027339,0.046788
0.039087,0.187142
0.016257,0.085980
0.078866,0.025210
0.003142,0.046628
0.017225,0.116138
0.103001,0.002000
0.042914,0.242488
0.073168,0.096813
0.099698,0.074327
0.014338,0.051572
0.042158,0.202457
0.049492,0.393152
0.057789,0.051367
0.051359,0.136892
0.011270,0.078499
0.078623,0.189255
0.005889,0.006519
0.003294,0.049235
0.048073,0.023666
